274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,252,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,271,274,274,274,274,274,274,274,274,274,274,274,252,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,271,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,252,274,274,274,274,274,274,274,274,274,274,252,274,274,274,274,274,271,274,271,271,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,273,274,274,274,274,274,274,274,274,274,274,271,274,274,274,274,274,274,274,274,274,274,252,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,170,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,171,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,167,265,265,264,264,265,264,264,265,265,245,265,245,245,267,267,267,165,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,170,189,154,155,156,267,267,267,154,155,155,155,156,264,264,264,265,267,187,188,171,274,274,272,274,274,274,274,274
274,274,274,274,274,274,274,274,274,170,188,189,154,204,242,203,155,155,155,177,199,199,199,177,177,203,156,264,267,267,267,165,274,272,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,167,267,264,176,243,242,177,199,199,199,200,264,264,264,198,182,177,203,156,245,143,144,193,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,167,267,264,176,181,199,200,245,264,264,264,265,265,265,264,176,177,243,178,245,165,274,274,274,270,270,274,274,274,274,274
274,274,274,274,274,274,252,274,274,167,245,267,176,178,245,267,264,264,265,265,265,264,265,264,176,243,242,178,264,165,274,274,274,270,270,274,274,274,274,274
274,274,274,274,274,274,274,274,274,167,245,264,176,178,245,264,264,265,265,264,264,264,265,245,176,177,242,178,264,187,171,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,167,267,264,176,178,264,264,264,143,144,144,144,144,144,145,198,199,182,178,264,264,165,274,274,274,271,274,274,274,274,274
274,274,274,274,274,274,274,274,274,167,267,267,176,178,265,264,264,165,274,271,274,274,274,167,245,264,176,178,264,265,165,274,274,271,274,271,274,274,274,274
274,274,274,274,274,274,274,274,274,167,264,267,176,203,155,155,286,287,287,287,287,287,287,287,288,155,204,178,265,265,165,274,274,271,274,274,274,274,274,274
274,274,274,252,274,274,274,274,274,167,264,264,176,177,177,177,308,309,377,309,377,309,377,309,310,242,242,178,264,265,165,274,274,274,274,274,252,274,274,274
274,274,274,274,274,274,274,274,274,167,264,268,176,181,199,199,330,331,331,331,331,331,331,331,332,199,182,178,264,265,165,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,271,274,167,268,265,176,178,265,264,264,165,274,274,274,271,274,167,264,264,176,178,265,264,165,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,271,274,274,192,145,268,176,177,155,155,156,187,188,188,188,188,188,189,265,264,176,178,264,265,165,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,271,274,274,274,167,268,176,177,177,177,178,264,264,245,245,245,265,245,265,264,176,178,264,264,165,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,167,267,176,242,243,177,203,155,155,156,264,264,264,245,245,264,176,178,265,264,165,274,274,274,274,274,274,274,274,274
274,274,274,274,274,252,274,274,274,274,192,145,176,243,243,177,181,199,199,203,156,264,265,245,245,154,204,203,156,264,165,274,274,252,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,167,176,177,243,177,200,264,245,198,177,177,177,177,177,177,242,242,178,143,193,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,167,176,177,177,177,268,264,244,244,198,199,199,199,199,182,177,242,178,165,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,167,198,199,199,200,264,264,264,264,264,264,267,265,245,264,198,199,200,165,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,192,145,268,264,264,268,268,264,268,268,264,264,264,268,264,268,143,144,193,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,192,144,144,144,144,144,144,144,144,144,144,144,144,144,144,193,274,274,274,274,274,252,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,252,274,274,274,274,274,274,270,270,270,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,252,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,252,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,252,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,252,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
